"","Sub_ID","Trial","Type","D_RT","D_Word","Outlier","D_Zscore","Correct"
"83",157,90,1,"514","incomparably","false",-1.196,1
"84",157,93,1,"733","abominate","false",-0.348,1
"85",157,94,1,"432","jug","false",-1.514,1
"86",157,96,1,"553","allowable","false",-1.045,1
"87",157,97,1,"680","hieroglyphic","false",-0.554,1
"88",157,100,1,"529","calculating","false",-1.138,1
"89",157,101,1,"503","celebrations","false",-1.239,1
"90",157,102,1,"553","predecessor","false",-1.045,1
"91",157,103,1,"505","Portugal","false",-1.231,1
"92",157,106,1,"473","solidity","false",-1.355,1
"93",157,108,1,"573","yielding","false",-0.968,1
"94",157,110,1,"996","substitutionary","false",0.67,1
"95",157,111,1,"581","breathing","false",-0.937,1
"96",157,113,1,"611","bondsman","false",-0.821,1
"97",157,114,1,"714","criminals","false",-0.422,1
"98",157,115,1,"601","insurrections","false",-0.859,1
"99",157,121,1,"665","ragbag","false",-0.612,1
"100",157,124,1,"590","Scottish","false",-0.902,1
"101",157,126,1,"548","neck","false",-1.064,1
"102",157,128,1,"680","supposed","false",-0.554,1
"103",157,131,1,"557","outcasts","false",-1.03,1
"104",157,132,1,"653","drafting","false",-0.658,1
"105",157,139,1,"752","also","false",-0.275,1
"106",157,140,1,"569","faintly","false",-0.983,1
"107",157,141,1,"485","affronting","false",-1.308,1
"108",157,142,1,"626","unabashed","false",-0.763,1
"109",157,144,1,"561","highlighting","false",-1.014,1
"110",157,149,1,"621","uphold","false",-0.782,1
"111",157,151,1,"568","paper's","false",-0.987,1
"112",157,161,1,"712","maniacal","false",-0.43,1
"113",157,163,1,"594","patron","false",-0.886,1
"114",157,164,1,"563","bride","false",-1.006,1
"115",157,166,1,"737","eightieth","false",-0.333,1
"116",157,168,1,"583","children's","false",-0.929,1
"117",157,174,1,"889","fertilizer","false",0.255,1
"118",157,176,1,"806","monkey","false",-0.066,1
"119",157,177,1,"688","expenses","false",-0.523,1
"120",157,178,1,"887","jam","false",0.248,1
"121",157,182,1,"504","informality","false",-1.235,1
"122",157,183,1,"813","Austin","false",-0.039,1
"123",157,186,1,"744","sledding","false",-0.306,1
"124",157,187,1,"719","classified","false",-0.403,1
"125",157,189,1,"870","racketeer","false",0.182,1
"126",157,191,1,"689","cellophane","false",-0.519,1
"127",157,192,1,"1,264","needlecraft","false",1.707,1
"128",157,195,1,"1,004","tenth","false",0.701,1
"129",157,199,1,"605","desertion","false",-0.844,1
"130",157,205,1,"705","distortable","false",-0.457,1
"131",157,207,1,"667","offspring","false",-0.604,1
"132",157,213,1,"1,138","oscillograph","false",1.219,1
"133",157,214,1,"939","concession","false",0.449,1
"134",157,216,1,"752","traced","false",-0.275,1
"135",157,219,1,"744","tact","false",-0.306,1
"136",157,221,1,"727","evasions","false",-0.372,1
"137",157,223,1,"841","commendable","false",0.07,1
"138",157,228,1,"655","framework","false",-0.65,1
"139",157,230,1,"934","nocturne","false",0.43,1
"140",157,231,1,"924","trashcan","false",0.391,1
"141",157,232,1,"885","novel's","false",0.24,1
"142",157,236,1,"623","policed","false",-0.774,1
"143",157,239,1,"641","spiritualize","false",-0.705,1
"144",157,240,1,"934","roofer's","false",0.43,1
"145",157,242,1,"1,837","reimbursements","false",3.925,1
"146",157,243,1,"703","Laos","false",-0.465,1
"147",157,244,1,"794","cluttered","false",-0.112,1
"148",157,245,1,"888","Olga","false",0.252,1
"149",157,248,1,"629","traditionalist","false",-0.751,1
"150",157,251,1,"715","distasteful","false",-0.418,1
"151",157,256,1,"584","weeks","false",-0.925,1
"152",157,258,1,"891","egalitarian","false",0.263,1
"153",157,260,1,"812","palpitate","false",-0.043,1
"154",157,263,1,"762","honorary","false",-0.236,1
"155",157,266,1,"821","patient's","false",-0.008,1
"156",157,267,1,"1,153","scrounging","false",1.277,1
"157",157,269,1,"807","unclenched","false",-0.062,1
"158",157,272,1,"709","thundercloud","false",-0.441,1
"159",157,274,1,"868","agglutination","false",0.174,1
"160",157,275,1,"679","costly","false",-0.557,1
"161",157,276,1,"691","attack","false",-0.511,1
"162",157,278,1,"676","Haiti","false",-0.569,1
"163",157,281,1,"806","kinds","false",-0.066,1
"164",157,283,1,"764","deviation","false",-0.228,1
"165",157,284,1,"536","tumbles","false",-1.111,1
"166",157,285,1,"641","involved","false",-0.705,1
"167",157,286,1,"577","definite","false",-0.952,1
"168",157,287,1,"597","groan","false",-0.875,1
"169",157,290,1,"574","rightfully","false",-0.964,1
"170",157,291,1,"605","Huey","false",-0.844,1
"171",157,292,1,"749","gallon","false",-0.286,1
"172",157,295,1,"710","cheery","false",-0.437,1
"173",157,296,1,"676","balance","false",-0.569,1
"174",157,297,1,"1,081","tablespoonfuls","false",0.999,1
"175",157,298,1,"646","overrated","false",-0.685,1
"176",157,303,1,"778","vignette","false",-0.174,1
"177",157,304,1,"886","unglamorous","false",0.244,1
"178",157,305,1,"719","sickbed","false",-0.403,1
"179",157,308,1,"832","stance","false",0.035,1
"180",157,309,1,"665","bumps","false",-0.612,1
"181",157,312,1,"808","magnetisms","false",-0.058,1
"182",157,313,1,"1,156","unveiled","false",1.289,1
"183",157,314,1,"553","spoonfeed","false",-1.045,1
"184",157,316,1,"913","certifiable","false",0.348,1
"185",157,320,1,"855","playwrights","false",0.124,1
"186",157,322,1,"757","dwarfed","false",-0.255,1
"187",157,324,1,"589","journalism","false",-0.906,1
"188",157,325,1,"653","assets","false",-0.658,1
"189",157,326,1,"830","scolding","false",0.027,1
"190",157,327,1,"551","sexism","false",-1.053,1
"191",157,330,1,"721","confiscation","false",-0.395,1
"192",157,333,1,"624","endpoints","false",-0.77,1
"193",157,335,1,"755","flicking","false",-0.263,1
"194",157,337,1,"694","rumbled","false",-0.499,1
"195",157,338,1,"727","disgrace","false",-0.372,1
"196",157,339,1,"653","rivalled","false",-0.658,1
"197",157,340,1,"546","subs","false",-1.072,1
"198",157,342,1,"758","follicular","false",-0.252,1
"199",157,343,1,"922","inure","false",0.383,1
"200",157,350,1,"634","petrify","false",-0.732,1
"201",157,351,1,"660","onsets","false",-0.631,1
"202",157,355,1,"541","icy","false",-1.092,1
"203",157,358,1,"631","clawing","false",-0.743,1
"204",157,361,1,"591","trusty","false",-0.898,1
"205",157,363,1,"583","anvil","false",-0.929,1
"206",157,364,1,"604","destructive","false",-0.848,1
"207",157,365,1,"642","damaged","false",-0.701,1
"208",157,366,1,"739","embalm","false",-0.325,1
"209",157,367,1,"566","beetles","false",-0.995,1
"210",157,368,1,"581","rancid","false",-0.937,1
"211",157,369,1,"527","Zambia","false",-1.146,1
"212",157,370,1,"463","pursue","false",-1.394,1
"213",157,372,1,"616","jewels","false",-0.801,1
"214",157,374,1,"726","historic","false",-0.375,1
"215",157,376,1,"440","choke","false",-1.483,1
"216",157,379,1,"684","helps","false",-0.538,1
"217",157,382,1,"746","indirectly","false",-0.298,1
"218",157,384,1,"446","goals","false",-1.459,1
"219",157,388,1,"735","bore","false",-0.341,1
"220",157,389,1,"650","perforate","false",-0.67,1
"221",157,391,1,"688","bang","false",-0.523,1
"222",157,394,1,"668","consultants","false",-0.6,1
"223",157,395,1,"652","visits","false",-0.662,1
"224",157,396,1,"653","demoralize","false",-0.658,1
"225",157,397,1,"545","soundly","false",-1.076,1
"226",157,398,1,"709","pixels","false",-0.441,1
"227",157,400,1,"724","awestruck","false",-0.383,1
"228",157,401,1,"634","complementary","false",-0.732,1
"229",157,402,1,"826","hurtled","false",0.012,1
"230",157,405,1,"756","blots","false",-0.259,1
"231",157,407,1,"790","xerox","false",-0.128,1
"232",157,409,1,"1,352","predisposition","false",2.048,1
"233",157,410,1,"904","maturation","false",0.314,1
"234",157,413,1,"1,004","retranslated","false",0.701,1
"235",157,414,1,"509","federate","false",-1.215,1
"236",157,415,1,"557","Miami","false",-1.03,1
"237",157,417,1,"943","squall","false",0.465,1
"238",157,418,1,"812","aqualung","false",-0.043,1
"239",157,420,1,"646","nearsightedly","false",-0.685,1
"240",157,421,1,"677","snow","false",-0.565,1
"241",157,423,1,"888","sluiceway","false",0.252,1
"242",157,424,1,"636","shamrock","false",-0.724,1
"243",157,425,1,"630","successively","false",-0.747,1
"244",157,426,1,"561","piddle","false",-1.014,1
"245",157,432,1,"898","wistfully","false",0.29,1
"246",157,433,1,"653","squelch","false",-0.658,1
"247",157,434,1,"748","reddish","false",-0.29,1
"248",157,435,1,"585","advised","false",-0.921,1
"249",157,438,1,"1,025","friendlier","false",0.782,1
"250",157,440,1,"782","closeups","false",-0.159,1
"251",157,442,1,"750","urbanize","false",-0.283,1
"252",157,443,1,"828","gashes","false",0.019,1
"253",157,445,1,"795","prayer","false",-0.108,1
"254",157,448,1,"627","peppermint","false",-0.759,1
"255",157,451,1,"979","rotating","false",0.604,1
"256",157,456,1,"899","catchy","false",0.294,1
"257",157,458,1,"636","restrained","false",-0.724,1
"258",157,459,1,"748","you'd","false",-0.29,1
"259",157,460,1,"640","defensiveness","false",-0.708,1
"260",157,461,1,"512","foul","false",-1.204,1
"261",157,463,1,"667","polled","false",-0.604,1
"262",157,465,1,"899","cantankerous","false",0.294,1
"263",157,468,1,"659","Jonah","false",-0.635,1
"264",157,470,1,"612","bow","false",-0.817,1
"265",157,472,1,"643","thrillers","false",-0.697,1
"266",157,476,1,"645","overarch","false",-0.689,1
"267",157,481,1,"758","lasted","false",-0.252,1
"268",157,482,1,"877","cadet","false",0.209,1
"269",157,483,1,"677","bogged","false",-0.565,1
"270",157,484,1,"697","commerce","false",-0.488,1
"271",157,486,1,"1,241","taunted","false",1.618,1
"272",157,487,1,"597","Nancy","false",-0.875,1
"273",157,489,1,"850","unloose","false",0.105,1
"274",157,491,1,"1,093","enviable","false",1.045,1
"275",157,492,1,"1,145","Chesapeake","false",1.246,1
"276",157,493,1,"696","allegedly","false",-0.492,1
"277",157,494,1,"615","glowered","false",-0.805,1
"278",157,496,1,"671","symmetrical","false",-0.588,1
"279",157,499,1,"814","hydrant","false",-0.035,1
"280",157,500,1,"880","figs","false",0.221,1
"281",159,1,1,"401","cells","false",-1.531,1
"282",159,3,1,"412","assignments","false",-1.472,1
"283",159,6,1,"575","wisest","false",-0.603,1
"284",159,7,1,"585","bloodsucker","false",-0.549,1
"285",159,8,1,"614","amble","false",-0.395,1
"286",159,12,1,"491","grammar","false",-1.051,1
"287",159,15,1,"799","dumbbells","false",0.592,1
"288",159,18,1,"687","clamor","false",-0.005,1
"289",159,19,1,"623","paradigm","false",-0.347,1
"290",159,20,1,"675","omits","false",-0.069,1
"291",159,21,1,"622","precipitated","false",-0.352,1
"292",159,22,1,"489","insured","false",-1.061,1
"293",159,28,1,"586","silences","false",-0.544,1
"294",159,30,1,"500","manors","false",-1.003,1
"295",159,31,1,"478","Tara","false",-1.12,1
"296",159,36,1,"595","undercover","false",-0.496,1
"297",159,37,1,"529","sportsmen's","false",-0.848,1
"298",159,38,1,"576","varieties","false",-0.597,1
"299",159,39,1,"504","sampling","false",-0.981,1
"300",159,40,1,"514","consequently","false",-0.928,1
"301",159,42,1,"607","Judy","false",-0.432,1
"302",159,44,1,"605","minesweeper","false",-0.443,1
"303",159,47,1,"493","potting","false",-1.04,1
"304",159,49,1,"982","recollections","false",1.568,1
"305",159,54,1,"1,009","pixilated","false",1.712,1
"306",159,55,1,"557","trails","false",-0.699,1
"307",159,56,1,"426","chick","false",-1.397,1
"308",159,57,1,"544","douche","false",-0.768,1
"309",159,59,1,"565","nailing","false",-0.656,1
"310",159,62,1,"493","applying","false",-1.04,1
"311",159,64,1,"814","Hamiltonian","false",0.672,1
"312",159,68,1,"499","sleeper","false",-1.008,1
"313",159,71,1,"686","malice","false",-0.011,1
"314",159,76,1,"948","herein","false",1.387,1
"315",159,77,1,"604","anthem","false",-0.448,1
"316",159,78,1,"422","adjust","false",-1.419,1
"317",159,79,1,"545","binder","false",-0.763,1
"318",159,82,1,"512","knowingly","false",-0.939,1
"319",159,84,1,"818","subdue","false",0.693,1
"320",159,86,1,"739","cutouts","false",0.272,1
"321",159,88,1,"474","endangering","false",-1.141,1
"322",159,90,1,"545","servings","false",-0.763,1
"323",159,93,1,"636","fluctuating","false",-0.277,1
"324",159,96,1,"634","garishness","false",-0.288,1
"325",159,97,1,"784","confabulated","false",0.512,1
"326",159,100,1,"514","institute","false",-0.928,1
"327",159,106,1,"526","alternately","false",-0.864,1
"328",159,108,1,"564","increase","false",-0.661,1
"329",159,110,1,"507","impair","false",-0.965,1
"330",159,111,1,"555","declined","false",-0.709,1
"331",159,113,1,"541","cobble","false",-0.784,1
"332",159,124,1,"957","camelhair","false",1.435,1
"333",159,125,1,"997","flamethrower","false",1.648,1
"334",159,130,1,"550","unsocial","false",-0.736,1
"335",159,131,1,"608","ousting","false",-0.427,1
"336",159,135,1,"586","volatility","false",-0.544,1
"337",159,140,1,"633","scrutiny","false",-0.293,1
"338",159,141,1,"481","breeze","false",-1.104,1
"339",159,142,1,"533","makings","false",-0.827,1
"340",159,143,1,"518","heroine","false",-0.907,1
"341",159,144,1,"508","rusting","false",-0.96,1
"342",159,146,1,"562","presides","false",-0.672,1
"343",159,149,1,"861","deposits","false",0.923,1
"344",159,150,1,"519","received","false",-0.901,1
"345",159,152,1,"561","disrupt","false",-0.677,1
"346",159,153,1,"618","petitions","false",-0.373,1
"347",159,154,1,"485","baggy","false",-1.083,1
"348",159,156,1,"483","forgot","false",-1.093,1
"349",159,158,1,"464","tinder","false",-1.195,1
"350",159,166,1,"502","fatal","false",-0.992,1
"351",159,167,1,"1,010","immeasurably","false",1.717,1
"352",159,168,1,"471","publicly","false",-1.157,1
"353",159,175,1,"624","uncritical","false",-0.341,1
"354",159,176,1,"496","daughters","false",-1.024,1
"355",159,180,1,"545","acquaint","false",-0.763,1
"356",159,181,1,"663","skyway","false",-0.133,1
"357",159,186,1,"437","stake","false",-1.339,1
"358",159,187,1,"747","leashes","false",0.315,1
"359",159,196,1,"422","driving","false",-1.419,1
"360",159,198,1,"604","authority","false",-0.448,1
"361",159,204,1,"666","synagogue","false",-0.117,1
"362",159,207,1,"551","alienated","false",-0.731,1
"363",159,214,1,"669","culprit","false",-0.101,1
"364",159,215,1,"703","selected","false",0.08,1
"365",159,220,1,"555","materials","false",-0.709,1
"366",159,222,1,"510","handle","false",-0.949,1
"367",159,223,1,"721","defends","false",0.176,1
"368",159,229,1,"722","newscast","false",0.181,1
"369",159,231,1,"918","twitter","false",1.227,1
"370",159,233,1,"558","steadily","false",-0.693,1
"371",159,234,1,"716","freeboard","false",0.149,1
"372",159,235,1,"603","debtor","false",-0.453,1
"373",159,237,1,"559","tango","false",-0.688,1
"374",159,238,1,"528","sofa","false",-0.853,1
"375",159,239,1,"537","humid","false",-0.805,1
"376",159,240,1,"765","adheres","false",0.411,1
"377",159,243,1,"798","lovelies","false",0.587,1
"378",159,245,1,"622","documentation","false",-0.352,1
"379",159,247,1,"555","unreal","false",-0.709,1
"380",159,256,1,"614","awnings","false",-0.395,1
"381",159,257,1,"564","bogus","false",-0.661,1
"382",159,262,1,"638","parish","false",-0.267,1
"383",159,267,1,"701","sanctify","false",0.069,1
"384",159,270,1,"788","waterskiing","false",0.533,1
"385",159,271,1,"784","melodrama","false",0.512,1
"386",159,275,1,"915","crispness","false",1.211,1
"387",159,277,1,"563","examiner","false",-0.667,1
"388",159,278,1,"580","furnishing","false",-0.576,1
"389",159,283,1,"630","resurface","false",-0.309,1
"390",159,287,1,"879","splendid","false",1.019,1
"391",159,289,1,"485","accent","false",-1.083,1
"392",159,291,1,"617","detraction","false",-0.379,1
"393",159,292,1,"639","muggers","false",-0.261,1
"394",159,293,1,"496","repeats","false",-1.024,1
"395",159,294,1,"544","digesting","false",-0.768,1
"396",159,297,1,"586","cooperation","false",-0.544,1
"397",159,299,1,"564","exploratory","false",-0.661,1
"398",159,302,1,"624","kerchief","false",-0.341,1
"399",159,303,1,"718","hemoglobin","false",0.16,1
"400",159,305,1,"592","Gorgon","false",-0.512,1
"401",159,308,1,"741","dismayed","false",0.283,1
"402",159,310,1,"559","remarked","false",-0.688,1
"403",159,311,1,"573","railroads","false",-0.613,1
"404",159,312,1,"604","screenings","false",-0.448,1
"405",159,313,1,"594","Moscow's","false",-0.501,1
"406",159,320,1,"517","robbery","false",-0.912,1
"407",159,321,1,"651","peckish","false",-0.197,1
"408",159,322,1,"620","widen","false",-0.363,1
"409",159,325,1,"712","earnings","false",0.128,1
"410",159,326,1,"1,147","undulating","false",2.448,1
"411",159,327,1,"573","beneath","false",-0.613,1
"412",159,329,1,"681","emancipate","false",-0.037,1
"413",159,332,1,"528","nonsmoker","false",-0.853,1
"414",159,336,1,"618","costumes","false",-0.373,1
"415",159,339,1,"604","warranty","false",-0.448,1
"416",159,341,1,"753","spillover","false",0.347,1
"417",159,342,1,"774","billiard","false",0.459,1
"418",159,344,1,"555","bedfast","false",-0.709,1
"419",159,352,1,"718","prerogative","false",0.16,1
"420",159,356,1,"769","rheumatic","false",0.432,1
"421",159,358,1,"607","treasuries","false",-0.432,1
"422",159,359,1,"679","stab","false",-0.048,1
"423",159,362,1,"731","neurological","false",0.229,1
"424",159,363,1,"731","diaphragms","false",0.229,1
"425",159,364,1,"550","programming","false",-0.736,1
"426",159,370,1,"802","alloted","false",0.608,1
"427",159,373,1,"560","trucking","false",-0.683,1
"428",159,380,1,"706","unmistakable","false",0.096,1
"429",159,382,1,"636","oversize","false",-0.277,1
"430",159,383,1,"600","ragged","false",-0.469,1
"431",159,389,1,"776","styled","false",0.469,1
"432",159,392,1,"622","whitening","false",-0.352,1
"433",159,393,1,"617","pandemic","false",-0.379,1
"434",159,394,1,"663","brisker","false",-0.133,1
"435",159,396,1,"594","effective","false",-0.501,1
"436",159,398,1,"527","cheating","false",-0.859,1
"437",159,405,1,"730","Faustus","false",0.224,1
"438",159,406,1,"695","mirthless","false",0.037,1
"439",159,407,1,"574","exhaustion","false",-0.608,1
"440",159,411,1,"872","limitation","false",0.981,1
"441",159,413,1,"677","autocrats","false",-0.059,1
"442",159,416,1,"585","significance","false",-0.549,1
"443",159,417,1,"955","circumflex","false",1.424,1
"444",159,418,1,"913","vertebrae","false",1.2,1
"445",159,419,1,"627","purchases","false",-0.325,1
"446",159,422,1,"566","steamship","false",-0.651,1
"447",159,436,1,"632","angler","false",-0.299,1
"448",159,437,1,"727","provocative","false",0.208,1
"449",159,438,1,"564","suspenders","false",-0.661,1
"450",159,440,1,"604","ladybug","false",-0.448,1
"451",159,443,1,"718","quarterbacks","false",0.16,1
"452",159,444,1,"667","dribbled","false",-0.112,1
"453",159,445,1,"545","won","false",-0.763,1
"454",159,447,1,"591","waive","false",-0.517,1
"455",159,448,1,"687","aquamarine","false",-0.005,1
"456",159,455,1,"971","intuitions","false",1.509,1
"457",159,456,1,"618","viewfinder","false",-0.373,1
"458",159,458,1,"646","modulations","false",-0.224,1
"459",159,459,1,"778","profess","false",0.48,1
"460",159,461,1,"620","wrecker","false",-0.363,1
"461",159,466,1,"614","slouches","false",-0.395,1
"462",159,471,1,"755","curtsy","false",0.357,1
"463",159,473,1,"678","unionize","false",-0.053,1
"464",159,474,1,"820","bulked","false",0.704,1
"465",159,478,1,"583","inflict","false",-0.56,1
"466",159,479,1,"707","hypnotic","false",0.101,1
"467",159,480,1,"605","layoff","false",-0.443,1
"468",159,482,1,"680","translator","false",-0.043,1
"469",159,484,1,"599","token","false",-0.475,1
"470",159,488,1,"708","parlayed","false",0.107,1
"471",159,490,1,"507","fusty","false",-0.965,1
"472",159,491,1,"685","rapidity","false",-0.016,1
"473",159,495,1,"847","acrobatic","false",0.848,1
"474",159,496,1,"703","ruffled","false",0.08,1
"475",159,497,1,"701","plotted","false",0.069,1
"476",159,499,1,"579","seductive","false",-0.581,1
"477",160,1,1,"1,083","undomesticated","false",1.71,1
"478",160,3,1,"908","desiccate","false",0.925,1
"479",160,5,1,"682","nauseous","false",-0.09,1
"480",160,8,1,"732","glean","false",0.135,1
"481",160,11,1,"777","noisy","false",0.337,1
"482",160,12,1,"645","replay","false",-0.256,1
"483",160,14,1,"714","tersely","false",0.054,1
"484",160,17,1,"668","subdivision","false",-0.153,1
"485",160,18,1,"961","Latinize","false",1.163,1
"486",160,19,1,"705","waterproof","false",0.013,1
"487",160,20,1,"761","circuitous","false",0.265,1
"488",160,21,1,"697","adhesives","false",-0.022,1
"489",160,23,1,"626","fouled","false",-0.341,1
"490",160,25,1,"658","vermin","false",-0.197,1
"491",160,27,1,"550","increases","false",-0.682,1
"492",160,29,1,"540","retain","false",-0.727,1
"493",160,31,1,"721","wasted","false",0.085,1
"494",160,32,1,"765","reimbursement","false",0.283,1
"495",160,33,1,"638","tenors","false",-0.287,1
"496",160,34,1,"678","hallucinogenic","false",-0.108,1
"497",160,37,1,"957","typescript","false",1.145,1
"498",160,38,1,"632","sunlight","false",-0.314,1
"499",160,39,1,"646","intimately","false",-0.251,1
"500",160,42,1,"616","permits","false",-0.386,1
"501",160,43,1,"677","molesting","false",-0.112,1
"502",160,46,1,"546","escape's","false",-0.7,1
"503",160,47,1,"570","headstones","false",-0.592,1
"504",160,56,1,"935","phlegm","false",1.046,1
"505",160,62,1,"639","poster","false",-0.283,1
"506",160,64,1,"614","flatly","false",-0.395,1
"507",160,68,1,"782","skimpy","false",0.359,1
"508",160,71,1,"706","neutron","false",0.018,1
"509",160,76,1,"798","rapier","false",0.431,1
"510",160,77,1,"676","footbridge","false",-0.117,1
"511",160,80,1,"1,736","abutments","false",4.641,1
"512",160,81,1,"566","sweater","false",-0.61,1
"513",160,88,1,"1,033","system's","false",1.486,1
"514",160,89,1,"919","assiduous","false",0.974,1
"515",160,90,1,"816","renegade","false",0.512,1
"516",160,91,1,"1,111","earsplitting","false",1.836,1
"517",160,92,1,"590","antique","false",-0.503,1
"518",160,93,1,"701","corvette","false",-0.004,1
"519",160,97,1,"675","depended","false",-0.121,1
"520",160,98,1,"666","comrade","false",-0.162,1
"521",160,100,1,"841","vocalize","false",0.624,1
"522",160,102,1,"656","mainly","false",-0.206,1
"523",160,104,1,"622","progression","false",-0.359,1
"524",160,105,1,"639","honest","false",-0.283,1
"525",160,109,1,"842","motives","false",0.628,1
"526",160,110,1,"664","scarcely","false",-0.171,1
"527",160,111,1,"790","rifled","false",0.395,1
"528",160,112,1,"568","sneezing","false",-0.601,1
"529",160,113,1,"999","orchestras","false",1.333,1
"530",160,118,1,"708","unsurmountable","false",0.027,1
"531",160,119,1,"1,395","Shepard","false",3.111,1
"532",160,120,1,"801","preferring","false",0.444,1
"533",160,121,1,"756","Alicia","false",0.242,1
"534",160,122,1,"673","trait","false",-0.13,1
"535",160,125,1,"801","axles","false",0.444,1
"536",160,132,1,"869","diagnose","false",0.75,1
"537",160,133,1,"921","smorgasbord","false",0.983,1
"538",160,135,1,"682","trite","false",-0.09,1
"539",160,136,1,"691","grins","false",-0.049,1
"540",160,138,1,"585","moreover","false",-0.525,1
"541",160,140,1,"770","hundredth","false",0.305,1
"542",160,141,1,"691","dispersion","false",-0.049,1
"543",160,145,1,"1,016","anything","false",1.409,1
"544",160,148,1,"1,068","overcompensate","false",1.643,1
"545",160,150,1,"770","stomping","false",0.305,1
"546",160,151,1,"672","ode","false",-0.135,1
"547",160,152,1,"628","salty","false",-0.332,1
"548",160,153,1,"595","drunken","false",-0.48,1
"549",160,154,1,"542","cheerio","false",-0.718,1
"550",160,156,1,"764","silhouettes","false",0.278,1
"551",160,157,1,"794","reticence","false",0.413,1
"552",160,158,1,"735","flora","false",0.148,1
"553",160,161,1,"777","impeccably","false",0.337,1
